,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25
735,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,0,3,0,3,0,2,0,0,3,2,2,2,0,1,0,0,3,1,0,3,1,1,2,0,0
736,0,1,1,3,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,2,1,6,0,0,2,2,0,1,3,0,3,0,2,0,3,2,2,2,3,1,1,2,3,0,0,2,2,3,3
737,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,3,1,1,0,0,0,0,1,3,3,1,2,2,0,2,0,3,2,3,3,2,1,2,3,1,3,2,1,0,0
738,0,0,2,2,0,2,6,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,2,3,1,3,3,2,0,2,0,3,2,1,3,1,2,2,3,3,2,3,1,3,1,3,0
739,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,3,2,3,1,0,1,2,2,2,2,1,2,0,1,0,0,1,3,1,2,0,1,1,1,0
740,0,1,1,3,3,0,4,1,73,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,6,0,0,0,3,1,2,2,2,0,3,0,0,0,3,1,3,1,0,1,1,2,2,0,3,1,0,2,0
741,0,1,0,3,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,1,3,0,2,0,0,2,2,3,0,2,3,0,1,3,0,3,2,3,3,3,2,1,1,0
742,0,0,1,1,1,0,4,1,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,2,0,2,1,1,0,0,2,0,3,0,0,1,3,1,2,2,0,3,3,2,1,2,3,0,1,2,2,1,3,1,0
743,0,1,0,0,2,1,3,5,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,0,0,3,3,0,1,1,2,3,1,0,0,2,1,2,0,0,0,2,1,2,3,2,0,3
744,0,0,2,1,1,5,2,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,2,2,0,2,1,0,0,1,3,2,0,1,2,0,3,1,1,3,2,0,2,3,2,0,0,0,2,3,0,0,0,1
745,0,0,1,1,1,5,2,4,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,0,1,1,3,3,2,0,1,2,0,2,3,2,3,0,1,3,2,0,1,0,0,1,3,0
746,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,1,0,0,0,3,1,2,3,3,1,3,2,3,0,3,0,1,0,2,0,3,1,2,2,3,1,3,1,2
747,0,1,0,0,4,4,1,7,124,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,3,0,2,1,7,0,0,0,3,3,0,3,2,2,1,3,0,2,2,0,1,1,1,3,0,2,1,3,1,0,0,1
748,0,1,1,1,1,0,4,1,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,2,0,2,6,0,0,0,2,1,2,0,2,0,3,0,2,3,2,0,0,1,0,2,3,3,1,1,0,3,0,2,1
749,0,0,2,1,1,5,2,4,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,1,3,1,2,2,1,1,3,1,1,2,0,2,1,1,0,3,0,3,0,2,0,2,3,0
750,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,0,2,6,0,0,0,3,2,2,2,1,2,3,2,0,3,2,1,2,2,0,0,0,1,3,1,0,1,0,0,1
751,0,0,2,2,4,4,1,7,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,1,5,5,7,0,0,3,0,3,2,0,1,3,3,3,1,3,1,2,3,1,2,1,0,1,2,3,1,1,2,2
752,0,0,1,1,1,5,2,4,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,2,1,1,3,3,2,1,3,0,2,0,1,2,1,2,1,3,3,3,2,1,1,0,3
753,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,3,1,0,3,0,2,2,2,1,3,1,2,3,0,1,0,3,1,3,1,3,0,2,3,1
754,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,0,3,0,0,2,0,0,1,3,0,0,0,2,0,3,3,0,1,2,3,0,2,1,0,3
755,0,0,2,1,1,5,2,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,1,2,2,0,2,1,0,0,2,2,0,1,3,0,1,1,1,0,3,3,3,2,1,2,3,1,2,0,1,1,2,3,1
756,0,1,1,3,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,0,1,2,0,1,0,1,3,3,1,2,0,2,1,2,0,0,0,3,0,1,0,1,2,0
757,0,0,1,1,1,0,4,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,2,0,2,6,0,0,0,1,0,1,3,3,2,1,2,2,2,2,1,0,2,0,1,2,0,1,2,3,1,3,3,3
758,0,1,1,1,1,0,4,1,56,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,1,1,0,0,2,1,0,0,0,3,1,1,2,1,0,3,2,0,1,0,1,0,3,1,0,3,0,3,1,3,3,1,3,3
759,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,2,0,2,2,1,1,2,0,3,3,1,0,2,1,3,1,0,1,0,1,2,2,2,2
760,0,1,1,3,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,0,2,6,0,0,0,3,1,3,0,0,1,2,0,0,2,1,1,1,0,1,1,2,1,0,0,2,2,3,3,1
761,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,0,0,3,3,3,1,2,1,3,2,2,2,3,3,1,0,2,1,0,1,0,3,2,1,1
762,0,0,1,1,1,5,2,4,3,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,1,0,0,3,1,0,3,3,3,2,3,2,3,2,1,1,3,3,0,1,2,0,3,3,0,1,2,3
763,0,1,0,0,4,4,1,7,125,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,3,0,2,5,7,0,0,0,2,3,3,0,3,0,0,3,2,3,3,2,0,1,1,2,1,1,2,3,0,1,0,2
764,0,0,2,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,1,5,5,7,0,0,3,1,1,0,1,2,1,3,0,1,3,1,2,1,2,0,2,0,2,3,1,3,3,3,3
765,0,0,1,1,1,0,4,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,2,2,0,6,0,0,0,0,1,1,0,1,3,2,3,1,3,0,3,2,2,1,1,0,0,0,1,0,0,3,2,3
766,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,0,0,2,3,1,1,1,0,2,0,3,1,0,2,3,3,0,3,3,1,3,0,3,2,1
767,0,0,2,1,1,5,2,6,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,0,2,1,1,0,0,2,1,1,3,3,3,3,3,2,3,0,0,2,3,2,0,0,1,0,0,1,3,3,3,3
768,0,0,2,2,4,4,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,0,2,1,1,0,0,2,3,2,2,1,3,2,3,3,3,1,1,0,1,3,3,3,0,2,3,3,1,3,1,2
769,0,1,0,0,2,1,3,5,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,3,1,2,2,0,3,1,0,1,3,2,0,1,3,2,2,1,2,2,2,2,2,3,3,1
770,0,0,2,1,1,5,2,6,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,2,0,2,1,1,0,0,0,1,3,0,3,1,0,3,3,0,1,3,3,2,0,3,2,1,3,3,1,1,0,0,3
771,0,0,2,2,0,2,6,2,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,2,2,1,0,2,3,3,3,2,3,2,1,3,1,3,0,0,1,1,1,3,2,1,3,3
772,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,1,3,0,1,0,0,2,2,1,1,1,0,0,1,2,2,2,1,1,0,1,2,3,2,0,2,1,0,3,1,3
773,0,1,0,0,4,4,1,7,124,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,3,0,2,1,7,0,0,1,1,3,0,2,0,2,2,0,0,3,3,1,2,1,3,0,3,0,2,2,2,1,3,1
774,0,0,2,1,1,5,2,4,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,3,1,0,2,2,2,3,0,1,3,0,1,2,3,3,0,0,2,3,1,3,2,0,3,2
775,0,0,2,2,4,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,0,2,1,1,5,5,7,0,0,3,1,2,1,0,1,2,0,0,1,0,2,3,3,3,3,2,3,0,2,1,2,2,3,1
776,0,1,0,0,4,4,1,7,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,3,0,5,5,7,0,0,1,3,3,1,0,2,2,1,2,1,1,0,0,3,1,0,3,1,3,2,1,0,1,2,1
777,0,1,1,1,1,0,4,1,112,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,1,0,0,2,1,0,0,0,2,3,0,3,3,1,2,2,3,0,3,0,2,3,2,2,0,2,3,2,3,3,2,1,1
778,0,0,2,2,4,4,1,7,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,1,0,5,5,7,0,0,0,0,3,1,3,2,3,1,1,0,3,1,2,1,0,3,0,3,3,1,1,0,1,1,1
779,0,0,2,2,0,2,6,2,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,0,0,3,2,3,0,1,2,2,3,3,3,2,3,3,1,2,3,0,0,3,3,2,1,2
780,0,1,1,3,3,0,4,1,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,1,1,0,1,3,0,1,0,2,1,3,1,1,3,1,1,2,3,0,3,0,0,0,2,2
781,0,0,1,1,1,5,2,4,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,0,2,1,1,2,0,1,0,2,3,0,1,0,3,1,3,3,3,1,1,2,0,2,2
782,0,0,2,1,1,5,2,6,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,2,2,0,2,1,0,0,2,3,2,2,3,0,1,3,1,1,2,2,3,3,0,0,2,3,2,3,2,0,0,1,2
783,0,1,1,3,3,3,0,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,2,1,2,0,1,2,0,2,2,0,3,1,1,1,1,3,3,1,1,3,3,0,2,0,0
784,0,0,2,2,4,4,1,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,0,2,1,1,0,0,1,1,2,3,3,2,1,2,2,2,3,3,1,2,2,0,1,1,1,2,2,0,0,2,3
785,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,1,3,0,0,2,2,1,0,1,3,0,1,1,2,3,1,0,2,3,3,3,2,3,2,0
786,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,0,0,1,0,0,3,3,1,1,3,3,1,0,3,2,3,1,1,3,0,0,3,1,0
787,0,0,2,1,1,0,4,6,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,2,1,0,2,1,1,0,0,0,2,1,1,2,0,1,3,1,1,0,3,2,0,1,3,1,1,0,1,3,1,1,1,1
788,0,1,1,3,3,3,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,2,1,2,2,2,3,2,0,2,3,1,1,3,2,1,1,3,2,3,3,1,3,1,1,1
789,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,2,3,1,3,2,3,0,1,1,1,1,1,3,2,3,2,1,0,1,1,1,0,3,0
790,0,0,2,2,0,4,1,2,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,1,5,5,7,0,0,1,0,0,3,3,0,2,3,1,2,1,3,1,1,1,0,3,0,1,2,0,0,2,2,3
791,0,0,2,2,4,4,1,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,0,2,1,7,0,0,2,1,1,1,0,0,3,2,2,3,1,1,1,1,1,3,3,0,0,0,3,0,3,1,0
792,0,1,0,0,2,1,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,1,3,0,2,1,2,0,1,3,3,1,3,2,3,0,1,3,2,3,3,0,0,2,2
793,0,1,1,3,3,3,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,1,3,2,2,1,3,1,2,1,1,2,3,2,2,3,2,0,0,1,0,2,0,2,1,3
794,0,1,1,3,3,3,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,1,1,0,3,1,6,0,0,0,1,1,0,2,1,3,1,0,0,0,0,0,3,2,2,0,3,3,1,3,0,0,0,1,0
795,0,1,0,0,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,1,2,3,3,2,1,0,1,1,2,3,2,3,2,2,0,3,2,2,3,2,3,2,3,3
796,0,0,2,2,0,2,6,2,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,3,1,1,3,3,2,3,1,2,0,3,3,1,1,1,1,0,1,2,0,0,2,0,3,2
797,0,1,1,1,1,0,4,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,2,2,1,6,0,0,0,3,0,2,1,2,1,2,3,0,1,1,0,1,0,0,3,2,0,0,3,3,2,0,3,3
798,0,1,1,3,3,3,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,2,1,0,3,1,2,0,0,1,3,0,1,2,2,1,2,0,2,3,0,1,0,0,3,2
799,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,0,2,1,6,0,0,3,0,1,2,3,0,2,1,2,0,0,0,1,1,3,2,1,2,3,0,3,2,3,1,0
800,0,0,2,1,1,5,2,6,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,0,2,2,2,0,2,1,0,0,3,1,3,1,0,3,0,0,3,2,3,3,0,1,0,1,3,1,3,3,2,3,0,0,3
801,0,1,1,3,3,0,4,1,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,0,1,2,1,1,3,0,3,1,0,0,3,0,2,3,0,0,1,1,0,2,2,0,2,0
802,0,0,1,1,1,5,2,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,2,2,0,0,0,0,1,2,1,0,3,0,3,3,1,3,3,2,2,2,3,0,0,1,1,3,2,2,2
803,0,1,1,3,3,3,0,1,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,3,2,0,2,2,1,0,3,2,0,3,1,2,2,2,0,3,0,1,2,1,3,3,2,2
804,0,1,0,0,2,1,5,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,0,0,1,1,2,1,3,0,3,0,3,0,1,3,0,2,2,0,3,3,3,2,1,2
805,0,0,2,2,0,2,6,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,1,3,0,1,0,0,1,2,2,1,3,1,0,0,3,0,2,3,2,2,1,3,2,2,3,3,3,2,2,2,2
806,0,0,2,2,4,4,1,7,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,0,5,5,7,0,0,3,1,1,2,0,0,0,1,1,0,0,3,0,0,2,0,0,3,2,3,1,1,0,2,2
807,0,1,1,3,3,3,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,6,0,0,0,3,1,0,2,0,1,1,2,2,0,2,2,1,1,2,0,3,0,3,1,2,1,0,2,0
808,0,1,0,3,3,3,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,3,0,1,2,2,0,0,0,0,2,1,3,1,3,1,2,3,2,1,1,2,0,3,3,0
809,0,0,1,1,1,5,2,4,30,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,1,1,0,0,2,2,0,2,1,0,0,0,2,1,0,2,1,1,3,1,1,3,3,0,0,1,1,2,1
810,0,1,0,0,2,1,5,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,0,1,0,1,1,1,3,3,2,2,1,1,3,2,1,0,1,1,3,3,1,3,0,3,1
811,0,0,2,1,1,5,2,6,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,2,2,0,2,1,0,0,2,2,2,2,2,2,2,1,0,3,0,2,2,3,3,3,0,3,3,2,2,1,1,1,3
812,0,1,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,6,0,0,2,0,0,2,2,1,0,3,0,0,1,1,2,0,3,3,1,3,0,3,3,3,2,1,3
813,0,0,2,2,0,2,6,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,0,2,1,1,0,0,3,1,0,1,3,0,2,2,1,0,3,2,1,3,2,0,3,0,0,0,1,3,1,2,0
814,0,0,1,1,1,0,4,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,2,2,0,6,0,0,0,1,1,0,3,3,0,3,3,0,2,3,1,3,3,1,1,0,3,2,2,2,1,2,2,1
815,0,0,2,2,4,4,1,7,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,1,0,5,5,7,0,0,1,2,1,3,3,0,3,1,0,0,3,2,0,2,1,0,2,1,1,3,0,0,2,2,0
816,0,1,0,0,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,1,2,3,3,2,3,1,2,3,3,3,0,2,1,3,1,2,1,0,1,2,3,3,0,3
817,0,1,0,0,2,1,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,3,0,0,3,2,2,3,1,0,0,0,3,1,0,0,0,0,2,0,0,1,0,0,3,1,0,2,3
818,0,0,2,2,0,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,1,0,0,3,3,1,2,2,3,3,1,0,2,0,3,2,0,2,2,3,1,0,2,3,2,0,0,0
819,0,0,2,1,1,5,2,6,60,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,0,2,2,0,2,1,1,0,0,2,2,0,0,1,2,2,2,2,3,1,2,0,0,1,3,1,3,0,3,0,1,1,0,1
820,0,0,1,1,1,5,2,4,126,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,2,2,1,3,0,1,0,2,3,3,1,2,3,0,2,3,0,3,3,3,3,0,2,2,0
821,0,0,2,2,0,2,6,2,122,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,1,3,2,1,2,1,3,3,1,2,0,2,0,1,3,1,0,3,1,0,1,1,3,0,0
822,0,0,2,2,0,2,6,2,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,1,3,0,5,0,0,3,3,0,2,1,3,2,2,1,3,2,1,3,2,1,3,2,2,0,3,0,2,1,3,1
823,0,1,1,3,3,3,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,3,0,0,3,0,2,3,1,1,3,2,2,2,1,2,2,3,2,3,2,1,3,0,1,1
824,0,0,2,2,0,2,6,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,1,3,0,1,0,0,2,3,1,0,3,2,2,2,3,2,0,2,2,3,3,2,1,1,2,0,1,0,2,1,3
825,0,0,1,1,1,0,4,1,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,7,0,0,1,2,0,2,1,0,0,0,2,0,1,3,3,1,0,3,2,1,0,1,3,2,1,3,2,3,0,0,1,1,0,0,0
826,0,1,0,0,4,1,5,0,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,3,4,5,5,3,0,0,1,2,1,0,2,1,3,2,2,1,3,2,2,3,2,0,2,2,2,3,3,0,0,1,0
827,0,0,2,2,4,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,1,5,5,7,0,0,3,2,1,2,1,0,0,3,1,2,3,2,1,0,3,1,1,3,3,2,0,0,1,3,1
828,0,1,0,0,2,1,5,0,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,5,3,0,0,2,2,1,3,0,1,2,0,1,1,0,3,2,0,3,3,3,3,0,3,2,2,2,2,1
829,0,0,2,2,4,4,4,7,70,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,0,2,1,0,0,0,0,2,0,1,2,3,2,3,0,3,2,0,1,2,3,1,1,2,1,0,0,0,3,2,3
830,0,1,0,0,4,4,1,7,70,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,7,0,0,0,3,0,2,1,7,0,0,0,3,1,2,1,3,2,0,2,2,1,3,2,0,0,1,0,0,3,2,1,1,1,1,1
831,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,0,0,2,3,2,1,3,0,1,1,3,3,3,0,0,1,0,3,1,2,0,2,3,2,1
832,0,0,1,1,1,5,2,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,1,2,2,0,2,2,0,0,1,1,3,0,1,3,1,2,3,2,1,3,0,2,1,1,0,2,0,1,1,0,1,0,2
833,0,1,1,3,3,3,0,1,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,3,1,6,0,0,0,3,1,2,3,3,2,2,0,3,0,2,2,3,1,0,1,2,3,2,0,2,3,0,2,3
834,0,1,1,3,3,3,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,0,1,0,0,0,3,3,3,0,1,3,1,0,2,0,0,1,2,3,0,0,1,3,0,3
835,0,1,1,3,3,3,0,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,2,2,3,0,1,2,2,1,2,3,2,0,3,2,1,2,2,2,0,3,3,3,0,2,3
836,0,1,1,3,3,3,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,3,1,4,4,0,0,0,2,3,3,0,3,3,3,3,3,0,0,2,2,3,1,1,1,1,0,2,3,1,0,2
837,0,1,0,0,2,1,5,0,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,3,4,4,3,6,0,0,0,0,2,0,1,2,1,0,2,2,3,2,2,2,1,2,2,2,2,3,0,0,1,1,1
838,0,1,1,3,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,0,2,1,6,0,0,1,3,0,3,1,2,3,1,0,2,3,1,3,3,3,2,0,3,1,3,0,2,1,1,3
839,0,1,0,0,4,4,3,5,58,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,3,0,2,1,6,0,0,2,0,2,1,1,0,2,2,1,1,1,1,1,0,3,1,0,1,1,1,3,0,3,0,2
840,0,1,0,0,2,1,3,5,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,3,4,4,1,6,0,0,3,1,1,3,0,0,1,1,1,2,1,1,3,1,1,1,3,2,0,0,1,2,1,3,3
